0,0,0,0,6.3096
0,0,0,0,3.9811
0,0,0,0,2.5119
0,0,0,0,1.5849
0,0,0,0,1
0,0,0,0,0.63096
0,0,0,0,0.39811
0,0,0,0,0.25119
0,0,0,0,0.15849
0,0,0,0,0.1
0,0,0,0,0.063096
0,0,0,0,0.039811
0,0,0,0,0.025119
0,0,0,0,0.015849
0,0,0,0,0.01
0,0,0,0,0.0063096
0,0,0,0,0.0039811
0,0,0,0,0.0025119
0,0,0,0,0.0015849
0,0,0,0,0.001
0,0,0,0,0.00063096
0,0,0,0,0.00039811
0,0,0,0,0.00025119
0,0,0,0,0.00015849
0,0,0,0,0.0001
0,0,0,0,6.3096e-05
0,0,0,0,3.9811e-05
0,0,0,0,2.5119e-05
0,0,0,0,1.5849e-05
0,0,0,0,1e-05
0,0,0,0,6.3096e-06
