t_max1,sigma_max,t_max2,N1_max,rate,strain_max1,strain_max2,sigma_max_steady,N1_max_steady
727.018764873233,1.02794240766037,727.018764873233,0.00659091754336182,0.001,0.727018764873233,0.727018764873233,1.00072013450299,1.00071141620047
751.420116497419,1.62912524557785,751.420116497419,0.0165547132315507,0.00158489319246111,1.1909206273151,1.1909206273151,1.00093013632744,1.00091907267096
56.6253917117187,2.58177417473636,64.1088696696526,0.0415777044143943,0.00251188643150958,0.142236553119581,0.161034199862616,1.00085664496862,1.0008463101644
308.362013832249,4.09098890533455,308.362013832249,0.10440183597249,0.00398107170553497,1.22761128832935,1.22761128832935,1.00094557290521,1.00093426647749
396.813452360854,6.48037992207409,396.813452360854,0.262013430666201,0.00630957344480193,2.50372362155622,2.50372362155622,1.00078656156369,1.00077699326009
316.227766016838,10.2579936201237,316.227766016838,0.656738322482283,0.01,3.16227766016838,3.16227766016838,1,1
249.814833561877,16.2036922700866,249.814833561877,1.64045277678647,0.0158489319246111,3.95929829088025,3.95929829088025,1.00082721270924,1.0008171133581
197.830841068686,25.4752585339356,197.830841068686,4.06483360577918,0.0251188643150958,4.9692860541456,4.9692860541456,1.00090891384347,1.00089796238505
42.8980654820189,39.5970092758287,55.3685481254127,9.87907153791752,0.0398107170553497,1.70780274712652,2.20426160318632,1.00065771617411,1.00064867888334
27.7494605934594,60.0130878234539,50.1913462879214,23.0018113072925,0.0630957344480193,1.75087259668069,3.16685985697127,1.0003188798021,1.00030144503008
18.5794671499878,86.694211992507,41.0105782701709,49.3124593862741,0.1,1.85794671499878,4.10105782701709,1.00128828426397,1.00090377066206
11.1999867393051,116.662578300719,77.0723805113293,93.1473417232209,0.158489319246111,1.77507827387794,12.2151491199178,1.00397286658719,1.00086263642068
6.55749535244817,145.374723134642,20.1247969087961,151.897618869042,0.251188643150958,1.64716836005017,5.05512042920908,1.01307116093495,1.00093276270969
4.10697949251191,169.560185226361,48.1199442682165,216.861920418212,0.398107170553497,1.63501798528515,19.1568948598117,1.02805587995645,1.00083833685838
2.71315649950013,188.895105298309,30.1350801727397,279.846196792949,0.630957344480194,1.71188602008378,19.0139501614896,1.04810309634955,1.00059757665182
1.62296686830125,204.665450490772,30.3236470340877,337.207283255344,1,1.62296686830125,30.3236470340877,1.07162691314574,1.00061978461353
0.988896849585007,218.924663773054,7.30040553983549,389.991752028529,1.58489319246111,1.56729588495352,11.5703630422907,1.098060615231,1.00086330919011
0.635730434822365,234.110907265775,5.55522392227679,442.788990013409,2.51188643150958,1.59688265332799,13.9540915943645,1.12846015296445,1.00085141553557
0.401372282648293,253.355076350905,14.6836893719244,502.985195972628,3.98107170553497,1.59789183783711,58.456820291433,1.16785986668563,1.00055158092878
0.260676024708544,279.612942495243,7.67028014918476,581.536593985512,6.30957344480194,1.64475452319756,48.3961959434876,1.2191511707735,1.00064873320216
0.187588850717283,315.442982407441,7.54052564086829,694.835838104141,10,1.87588850717283,75.4052564086829,1.27961811267342,1.00149288800134
0.125876710228265,364.209870839788,0.265371388957862,883.540547270909,15.8489319246111,1.99501141130177,4.20585307833266,1.34776097570551,1.02014718078463
0.0923117029513528,429.833750426374,0.188756220345819,1227.43143690179,25.1188643150958,2.31876514113046,4.74134188749696,1.41823576178533,1.07410829220086
0.077362786959538,521.056691898295,0.142487629777141,1844.64013889779,39.8107170553498,3.07986802225947,5.67253471294519,1.49507752087362,1.1432465389942
0.0634165728583259,648.771524019292,0.110260689892045,3008.45920147592,63.0957344480194,4.00131524067241,6.95697920948387,1.58179376405225,1.22757749699495
0.0507648236001664,834.988975937314,0.098192661731842,5361.29468885795,100,5.07648236001664,9.8192661731842,1.6940791645437,1.33156576506314
0.0487170729539769,1116.86596637389,0.0908974389988947,10396.7247206454,158.489319246111,7.72113572813895,14.4062732281498,1.85827099643167,1.46889049825015
0.045161808908182,1546.93560485102,0.0849307279533165,21638.5718143279,251.188643150958,11.3441335018891,21.3336343164167,2.09885062377977,1.65630839861224
0.0398181182260008,2207.66652695297,0.0817210678952288,47451.2874131812,398.107170553498,15.8518783837178,32.5337431143798,2.44632002085509,1.9143788504883
0.0386813345269152,3232.82853648605,0.0743214673512261,107852.581212234,630.957344480194,24.4062721140524,46.8936756778011,2.93377066333152,2.27037943959696
0.0366194736811769,4819.62763178046,0.0759020567343308,252049.292463179,1000,36.6194736811769,75.9020567343308,3.59293280470125,2.75825982689685
