1.0269,1.6275,2.5793,4.087,6.4752,10.25,16.193,25.459,39.562,59.969
1.0268,1.6275,2.5792,4.0869,6.4765,10.249,16.192,25.457,39.568,59.955
1.0269,1.6274,2.5791,4.0868,6.4743,10.25,16.193,25.455,39.566,59.955
1.0268,1.6273,2.5789,4.0864,6.4731,10.248,16.193,25.459,39.567,59.954
1.0265,1.6269,2.5782,4.0854,6.4715,10.248,16.189,25.452,39.563,59.942
1.026,1.6261,2.5771,4.0836,6.4689,10.242,16.175,25.437,39.535,59.918
1.0244,1.6237,2.5736,4.0778,6.4599,10.223,16.151,25.402,39.489,59.857
1.0204,1.6173,2.5631,4.0615,6.4338,10.184,16.09,25.31,39.374,59.725
1.0106,1.6014,2.5379,4.0223,6.3718,10.087,15.942,25.085,39.062,59.377
1.0001,1.585,2.5119,3.9803,6.3053,9.9811,15.774,24.83,38.645,58.745
0.97811,1.5497,2.4566,3.8929,6.1673,9.7648,15.439,24.316,37.98,58.045
0.90471,1.4334,2.2722,3.5999,5.7055,9.0364,14.308,22.574,35.451,54.714
0.79931,1.2661,2.0066,3.1799,5.0408,7.9923,12.641,19.981,31.44,48.958
0.63284,1.0041,1.59,2.5199,3.9933,6.3273,10.026,15.864,25.061,39.308
0.45064,0.71414,1.132,1.7924,2.8432,4.5046,7.1372,11.302,17.864,28.209
0.30592,0.48495,0.76861,1.2182,1.9297,3.0595,4.8501,7.682,12.167,19.24
0.19701,0.31209,0.49477,0.78434,1.2432,1.9703,3.1225,4.9484,7.8406,12.418
0.12568,0.19913,0.31551,0.50004,0.79247,1.2562,1.9907,3.1546,4.9996,7.9209
0.08007,0.12688,0.20094,0.31842,0.50465,0.79982,1.2677,2.0091,3.1839,5.0457
0.050691,0.080346,0.12735,0.20183,0.31975,0.50683,0.80359,1.2732,2.0186,3.1984
0.032034,0.050743,0.080431,0.12762,0.20202,0.32252,0.50738,0.80402,1.2748,2.0202
0.020443,0.032324,0.05045,0.080356,0.12794,0.20207,0.32039,0.5077,0.80467,1.2859
0.018049,0.020778,0.032425,0.050516,0.080551,0.12813,0.20207,0.32048,0.50792,0.80502
0.0084047,0.013106,0.020959,0.032347,0.050559,0.080655,0.1282,0.20211,0.32038,0.50788
0.0059207,0.008458,0.01342,0.020848,0.032276,0.050586,0.080711,0.12824,0.20214,0.32297
0.0036587,0.0065817,0.0084848,0.013563,0.020918,0.0324,0.050603,0.080743,0.12825,0.20216
0.0022396,0.0036638,0.0063443,0.0084995,0.013152,0.020944,0.032356,0.050613,0.080762,0.12826
0.0033741,0.002242,0.0036149,0.0063102,0.008508,0.014685,0.020957,0.032421,0.05062,0.080773
0.0033274,0.0041288,0.0022428,0.0036688,0.0061904,0.0085133,0.01316,0.020965,0.032288,0.050628
0.0096137,0.0016632,0.0041724,0.002239,0.0036389,0.0066731,0.0085184,0.01324,0.02097,0.032334
0.0046495,0.0057505,0.002099,0.0029047,0.0022799,0.0037422,0.0065488,0.0085232,0.01353,0.020975
