0.003884,0.0038834,0.003862,0.0038117,0.0037098,0.0034001,0.0026131,0.00063776,0.0040786,0.014573
0.003884,0.0038849,0.0038637,0.0038127,0.003706,0.0033864,0.0026042,0.00063085,0.0039982,0.01463
0.0038886,0.0038873,0.0038664,0.0038142,0.0036643,0.0033908,0.002624,0.00065014,0.004057,0.014628
0.0038897,0.0038912,0.0038705,0.0038157,0.0036871,0.0033877,0.0026144,0.00067966,0.004068,0.014629
0.0038913,0.0038976,0.0038772,0.003826,0.0036939,0.0034505,0.0026521,0.00078364,0.0041027,0.014623
0.0039162,0.0039221,0.0039061,0.0038529,0.0037306,0.0034364,0.0026556,0.00086513,0.0040835,0.014676
0.0039192,0.0039161,0.0038942,0.003879,0.0037477,0.003432,0.0026965,0.0011243,0.0041506,0.014619
0.0039204,0.0039785,0.0039617,0.003919,0.003808,0.0034573,0.0027949,0.0016067,0.0044833,0.014601
0.0039005,0.0038992,0.0038836,0.003929,0.0038205,0.0035823,0.0030209,0.0022539,0.004937,0.014471
0.0038494,0.0039392,0.0038408,0.0039265,0.0037495,0.0036509,0.0033342,0.0031377,0.0053881,0.013908
0.0037292,0.0037577,0.0037301,0.0037224,0.0037047,0.0036691,0.0036569,0.0040617,0.0059214,0.012765
0.0035039,0.0035236,0.003453,0.0035328,0.0034779,0.0035273,0.0036459,0.0041972,0.0061049,0.010732
0.0031434,0.0030582,0.0030627,0.003074,0.0030369,0.003005,0.0032775,0.0036958,0.0049775,0.0079291
0.0027017,0.0025198,0.0024904,0.0024982,0.0025178,0.0025669,0.0026353,0.0029046,0.003545,0.0055124
0.0020121,0.0020719,0.0019197,0.0022517,0.0019443,0.0020324,0.002082,0.0021432,0.0027445,0.0032773
0.0016441,0.0016199,0.0016325,0.0016673,0.0016923,0.0016823,0.001669,0.0017379,0.0018691,0.002225
0.0014119,0.0014291,0.0014323,0.0014194,0.0013751,0.0013819,0.00139,0.0013971,0.0014509,0.0015788
0.0013331,0.0012911,0.001348,0.0013661,0.0013877,0.0013924,0.0014095,0.0014111,0.0014046,0.001505
0.0012687,0.0012679,0.0012802,0.0012739,0.0012677,0.0012626,0.0012487,0.0012488,0.0012458,0.0012943
0.0012341,0.0012032,0.0012072,0.0012813,0.0012346,0.0013498,0.0013015,0.0013134,0.0012777,0.0012526
0.001088,0.0012627,0.0011503,0.0012815,0.00209,0.0014394,0.0013595,0.0012353,0.0012621,0.0012319
0.0010127,0.0036471,0.0086451,0.0054858,0.0034146,0.0024408,0.0010951,0.0010486,0.001453,0.0015177
0.0092783,0.00032193,0.0043327,0.0079022,0.004494,0.0026115,0.0026539,0.0013325,0.00096395,0.0011348
0.0065027,0.0024921,0.002219,0.0017341,0.0073819,0.0038922,0.0022405,0.0027267,0.001772,0.0008832
0.0085583,0.0079701,0.0034723,0.0021238,0.0033273,0.0070446,0.0035328,0.0020961,0.0027226,0.0023863
0.010886,0.011918,0.0067018,0.0052841,0.0018314,0.0022819,0.0068288,0.0033164,0.0020503,0.0027292
0.010108,0.010946,0.010097,0.0071755,0.002171,0.0016406,0.0032023,0.0066915,0.0031846,0.0020412
0.022352,0.010091,0.010871,0.022961,0.0085123,0.0028861,0.0016658,0.00093376,0.0066044,0.0031035
0.18746,0.094995,0.010098,0.011085,0.0037427,0.0069663,0.0013678,0.0016789,0.0032924,0.0065493
0.33383,0.05593,0.082269,0.010203,0.010675,0.01364,0.0073128,0.0018359,0.0016844,0.0035357
0.28616,0.35263,0.047478,0.016301,0.010591,0.011153,0.0080545,0.0086315,0.0027711,0.0016853
