0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5836e-05,2.5099e-05,3.9779e-05,6.3045e-05,9.992e-05,0.00015836,0.00025099,0.00039779,0.00063045,0.0009992,0.0015836,0.0025099,0.0039779,0.0063045,0.009992,0.015836,0.025099,0.039779,0.063045,0.09992,0.15836,0.25099,0.39779,0.63045,0.9992,1.5836,2.5099,3.9779,6.3045,9.992,15.836
3.1673e-05,5.0198e-05,7.9558e-05,0.00012609,0.00019984,0.00031673,0.00050198,0.00079558,0.0012609,0.0019984,0.0031673,0.0050198,0.0079558,0.012609,0.019984,0.031673,0.050198,0.079558,0.12609,0.19984,0.31673,0.50198,0.79558,1.2609,1.9984,3.1673,5.0198,7.9558,12.609,19.984,31.673
4.7509e-05,7.5297e-05,0.00011934,0.00018914,0.00029976,0.00047509,0.00075297,0.0011934,0.0018914,0.0029976,0.0047509,0.0075297,0.011934,0.018914,0.029976,0.047509,0.075297,0.11934,0.18914,0.29976,0.47509,0.75297,1.1934,1.8914,2.9976,4.7509,7.5297,11.934,18.914,29.976,47.509
6.3345e-05,0.0001004,0.00015912,0.00025218,0.00039968,0.00063345,0.001004,0.0015912,0.0025218,0.0039968,0.0063345,0.01004,0.015912,0.025218,0.039968,0.063345,0.1004,0.15912,0.25218,0.39968,0.63345,1.004,1.5912,2.5218,3.9968,6.3345,10.04,15.912,25.218,39.968,63.345
7.9182e-05,0.00012549,0.0001989,0.00031523,0.0004996,0.00079182,0.0012549,0.001989,0.0031523,0.004996,0.0079182,0.012549,0.01989,0.031523,0.04996,0.079182,0.12549,0.1989,0.31523,0.4996,0.79182,1.2549,1.989,3.1523,4.996,7.9182,12.549,19.89,31.523,49.96,79.182
9.5018e-05,0.00015059,0.00023867,0.00037827,0.00059952,0.00095018,0.0015059,0.0023867,0.0037827,0.0059952,0.0095018,0.015059,0.023867,0.037827,0.059952,0.095018,0.15059,0.23867,0.37827,0.59952,0.95018,1.5059,2.3867,3.7827,5.9952,9.5018,15.059,23.867,37.827,59.952,95.018
0.00011085,0.00017569,0.00027845,0.00044132,0.00069944,0.0011085,0.0017569,0.0027845,0.0044132,0.0069944,0.011085,0.017569,0.027845,0.044132,0.069944,0.11085,0.17569,0.27845,0.44132,0.69944,1.1085,1.7569,2.7845,4.4132,6.9944,11.085,17.569,27.845,44.132,69.944,110.85
0.00012669,0.00020079,0.00031823,0.00050436,0.00079936,0.0012669,0.0020079,0.0031823,0.0050436,0.0079936,0.012669,0.020079,0.031823,0.050436,0.079936,0.12669,0.20079,0.31823,0.50436,0.79936,1.2669,2.0079,3.1823,5.0436,7.9936,12.669,20.079,31.823,50.436,79.936,126.69
0.00014253,0.00022589,0.00035801,0.00056741,0.00089928,0.0014253,0.0022589,0.0035801,0.0056741,0.0089928,0.014253,0.022589,0.035801,0.056741,0.089928,0.14253,0.22589,0.35801,0.56741,0.89928,1.4253,2.2589,3.5801,5.6741,8.9928,14.253,22.589,35.801,56.741,89.928,142.53
0.00015836,0.00025099,0.00039779,0.00063045,0.0009992,0.0015836,0.0025099,0.0039779,0.0063045,0.009992,0.015836,0.025099,0.039779,0.063045,0.09992,0.15836,0.25099,0.39779,0.63045,0.9992,1.5836,2.5099,3.9779,6.3045,9.992,15.836,25.099,39.779,63.045,99.92,158.36
0.0001742,0.00027609,0.00043757,0.0006935,0.0010991,0.001742,0.0027609,0.0043757,0.006935,0.010991,0.01742,0.027609,0.043757,0.06935,0.10991,0.1742,0.27609,0.43757,0.6935,1.0991,1.742,2.7609,4.3757,6.935,10.991,17.42,27.609,43.757,69.35,109.91,174.2
0.00019004,0.00030119,0.00047735,0.00075655,0.001199,0.0019004,0.0030119,0.0047735,0.0075655,0.01199,0.019004,0.030119,0.047735,0.075655,0.1199,0.19004,0.30119,0.47735,0.75655,1.199,1.9004,3.0119,4.7735,7.5655,11.99,19.004,30.119,47.735,75.655,119.9,190.04
0.00020587,0.00032629,0.00051713,0.00081959,0.001299,0.0020587,0.0032629,0.0051713,0.0081959,0.01299,0.020587,0.032629,0.051713,0.081959,0.1299,0.20587,0.32629,0.51713,0.81959,1.299,2.0587,3.2629,5.1713,8.1959,12.99,20.587,32.629,51.713,81.959,129.9,205.87
0.00022171,0.00035138,0.00055691,0.00088264,0.0013989,0.0022171,0.0035138,0.0055691,0.0088264,0.013989,0.022171,0.035138,0.055691,0.088264,0.13989,0.22171,0.35138,0.55691,0.88264,1.3989,2.2171,3.5138,5.5691,8.8264,13.989,22.171,35.138,55.691,88.264,139.89,221.71
0.00023754,0.00037648,0.00059669,0.00094568,0.0014988,0.0023754,0.0037648,0.0059669,0.0094568,0.014988,0.023754,0.037648,0.059669,0.094568,0.14988,0.23754,0.37648,0.59669,0.94568,1.4988,2.3754,3.7648,5.9669,9.4568,14.988,23.754,37.648,59.669,94.568,149.88,237.54
0.00025338,0.00040158,0.00063646,0.0010087,0.0015987,0.0025338,0.0040158,0.0063646,0.010087,0.015987,0.025338,0.040158,0.063646,0.10087,0.15987,0.25338,0.40158,0.63646,1.0087,1.5987,2.5338,4.0158,6.3646,10.087,15.987,25.338,40.158,63.646,100.87,159.87,253.38
0.00026922,0.00042668,0.00067624,0.0010718,0.0016986,0.0026922,0.0042668,0.0067624,0.010718,0.016986,0.026922,0.042668,0.067624,0.10718,0.16986,0.26922,0.42668,0.67624,1.0718,1.6986,2.6922,4.2668,6.7624,10.718,16.986,26.922,42.668,67.624,107.18,169.86,269.22
0.00028505,0.00045178,0.00071602,0.0011348,0.0017986,0.0028505,0.0045178,0.0071602,0.011348,0.017986,0.028505,0.045178,0.071602,0.11348,0.17986,0.28505,0.45178,0.71602,1.1348,1.7986,2.8505,4.5178,7.1602,11.348,17.986,28.505,45.178,71.602,113.48,179.86,285.05
0.00030089,0.00047688,0.0007558,0.0011979,0.0018985,0.0030089,0.0047688,0.007558,0.011979,0.018985,0.030089,0.047688,0.07558,0.11979,0.18985,0.30089,0.47688,0.7558,1.1979,1.8985,3.0089,4.7688,7.558,11.979,18.985,30.089,47.688,75.58,119.79,189.85,300.89
0.00031673,0.00050198,0.00079558,0.0012609,0.0019984,0.0031673,0.0050198,0.0079558,0.012609,0.019984,0.031673,0.050198,0.079558,0.12609,0.19984,0.31673,0.50198,0.79558,1.2609,1.9984,3.1673,5.0198,7.9558,12.609,19.984,31.673,50.198,79.558,126.09,199.84,316.73
0.00033256,0.00052708,0.00083536,0.001324,0.0020983,0.0033256,0.0052708,0.0083536,0.01324,0.020983,0.033256,0.052708,0.083536,0.1324,0.20983,0.33256,0.52708,0.83536,1.324,2.0983,3.3256,5.2708,8.3536,13.24,20.983,33.256,52.708,83.536,132.4,209.83,332.56
0.0003484,0.00055218,0.00087514,0.001387,0.0021982,0.003484,0.0055218,0.0087514,0.01387,0.021982,0.03484,0.055218,0.087514,0.1387,0.21982,0.3484,0.55218,0.87514,1.387,2.1982,3.484,5.5218,8.7514,13.87,21.982,34.84,55.218,87.514,138.7,219.82,348.4
0.00036424,0.00057727,0.00091492,0.00145,0.0022982,0.0036424,0.0057727,0.0091492,0.0145,0.022982,0.036424,0.057727,0.091492,0.145,0.22982,0.36424,0.57727,0.91492,1.45,2.2982,3.6424,5.7727,9.1492,14.5,22.982,36.424,57.727,91.492,145,229.82,364.24
0.00038007,0.00060237,0.0009547,0.0015131,0.0023981,0.0038007,0.0060237,0.009547,0.015131,0.023981,0.038007,0.060237,0.09547,0.15131,0.23981,0.38007,0.60237,0.9547,1.5131,2.3981,3.8007,6.0237,9.547,15.131,23.981,38.007,60.237,95.47,151.31,239.81,380.07
0.00039591,0.00062747,0.00099448,0.0015761,0.002498,0.0039591,0.0062747,0.0099448,0.015761,0.02498,0.039591,0.062747,0.099448,0.15761,0.2498,0.39591,0.62747,0.99448,1.5761,2.498,3.9591,6.2747,9.9448,15.761,24.98,39.591,62.747,99.448,157.61,249.8,395.91
0.00041174,0.00065257,0.0010343,0.0016392,0.0025979,0.0041174,0.0065257,0.010343,0.016392,0.025979,0.041174,0.065257,0.10343,0.16392,0.25979,0.41174,0.65257,1.0343,1.6392,2.5979,4.1174,6.5257,10.343,16.392,25.979,41.174,65.257,103.43,163.92,259.79,411.74
0.00042758,0.00067767,0.001074,0.0017022,0.0026979,0.0042758,0.0067767,0.01074,0.017022,0.026979,0.042758,0.067767,0.1074,0.17022,0.26979,0.42758,0.67767,1.074,1.7022,2.6979,4.2758,6.7767,10.74,17.022,26.979,42.758,67.767,107.4,170.22,269.79,427.58
0.00044342,0.00070277,0.0011138,0.0017653,0.0027978,0.0044342,0.0070277,0.011138,0.017653,0.027978,0.044342,0.070277,0.11138,0.17653,0.27978,0.44342,0.70277,1.1138,1.7653,2.7978,4.4342,7.0277,11.138,17.653,27.978,44.342,70.277,111.38,176.53,279.78,443.42
0.00045925,0.00072787,0.0011536,0.0018283,0.0028977,0.0045925,0.0072787,0.011536,0.018283,0.028977,0.045925,0.072787,0.11536,0.18283,0.28977,0.45925,0.72787,1.1536,1.8283,2.8977,4.5925,7.2787,11.536,18.283,28.977,45.925,72.787,115.36,182.83,289.77,459.25
0.00047509,0.00075297,0.0011934,0.0018914,0.0029976,0.0047509,0.0075297,0.011934,0.018914,0.029976,0.047509,0.075297,0.11934,0.18914,0.29976,0.47509,0.75297,1.1934,1.8914,2.9976,4.7509,7.5297,11.934,18.914,29.976,47.509,75.297,119.34,189.14,299.76,475.09
0.00049093,0.00077806,0.0012331,0.0019544,0.0030975,0.0049093,0.0077806,0.012331,0.019544,0.030975,0.049093,0.077806,0.12331,0.19544,0.30975,0.49093,0.77806,1.2331,1.9544,3.0975,4.9093,7.7806,12.331,19.544,30.975,49.093,77.806,123.31,195.44,309.75,490.93
0.00050676,0.00080316,0.0012729,0.0020175,0.0031975,0.0050676,0.0080316,0.012729,0.020175,0.031975,0.050676,0.080316,0.12729,0.20175,0.31975,0.50676,0.80316,1.2729,2.0175,3.1975,5.0676,8.0316,12.729,20.175,31.975,50.676,80.316,127.29,201.75,319.75,506.76
0.0005226,0.00082826,0.0013127,0.0020805,0.0032974,0.005226,0.0082826,0.013127,0.020805,0.032974,0.05226,0.082826,0.13127,0.20805,0.32974,0.5226,0.82826,1.3127,2.0805,3.2974,5.226,8.2826,13.127,20.805,32.974,52.26,82.826,131.27,208.05,329.74,522.6
0.00053843,0.00085336,0.0013525,0.0021435,0.0033973,0.0053843,0.0085336,0.013525,0.021435,0.033973,0.053843,0.085336,0.13525,0.21435,0.33973,0.53843,0.85336,1.3525,2.1435,3.3973,5.3843,8.5336,13.525,21.435,33.973,53.843,85.336,135.25,214.35,339.73,538.43
0.00055427,0.00087846,0.0013923,0.0022066,0.0034972,0.0055427,0.0087846,0.013923,0.022066,0.034972,0.055427,0.087846,0.13923,0.22066,0.34972,0.55427,0.87846,1.3923,2.2066,3.4972,5.5427,8.7846,13.923,22.066,34.972,55.427,87.846,139.23,220.66,349.72,554.27
0.00057011,0.00090356,0.001432,0.0022696,0.0035971,0.0057011,0.0090356,0.01432,0.022696,0.035971,0.057011,0.090356,0.1432,0.22696,0.35971,0.57011,0.90356,1.432,2.2696,3.5971,5.7011,9.0356,14.32,22.696,35.971,57.011,90.356,143.2,226.96,359.71,570.11
0.00058594,0.00092866,0.0014718,0.0023327,0.0036971,0.0058594,0.0092866,0.014718,0.023327,0.036971,0.058594,0.092866,0.14718,0.23327,0.36971,0.58594,0.92866,1.4718,2.3327,3.6971,5.8594,9.2866,14.718,23.327,36.971,58.594,92.866,147.18,233.27,369.71,585.94
0.00060178,0.00095376,0.0015116,0.0023957,0.003797,0.0060178,0.0095376,0.015116,0.023957,0.03797,0.060178,0.095376,0.15116,0.23957,0.3797,0.60178,0.95376,1.5116,2.3957,3.797,6.0178,9.5376,15.116,23.957,37.97,60.178,95.376,151.16,239.57,379.7,601.78
0.00061762,0.00097886,0.0015514,0.0024588,0.0038969,0.0061762,0.0097886,0.015514,0.024588,0.038969,0.061762,0.097886,0.15514,0.24588,0.38969,0.61762,0.97886,1.5514,2.4588,3.8969,6.1762,9.7886,15.514,24.588,38.969,61.762,97.886,155.14,245.88,389.69,617.62
0.00063345,0.001004,0.0015912,0.0025218,0.0039968,0.0063345,0.01004,0.015912,0.025218,0.039968,0.063345,0.1004,0.15912,0.25218,0.39968,0.63345,1.004,1.5912,2.5218,3.9968,6.3345,10.04,15.912,25.218,39.968,63.345,100.4,159.12,252.18,399.68,633.45
0.00064929,0.0010291,0.0016309,0.0025849,0.0040967,0.0064929,0.010291,0.016309,0.025849,0.040967,0.064929,0.10291,0.16309,0.25849,0.40967,0.64929,1.0291,1.6309,2.5849,4.0967,6.4929,10.291,16.309,25.849,40.967,64.929,102.91,163.09,258.49,409.67,649.29
0.00066513,0.0010542,0.0016707,0.0026479,0.0041967,0.0066513,0.010542,0.016707,0.026479,0.041967,0.066513,0.10542,0.16707,0.26479,0.41967,0.66513,1.0542,1.6707,2.6479,4.1967,6.6513,10.542,16.707,26.479,41.967,66.513,105.42,167.07,264.79,419.67,665.13
0.00068096,0.0010793,0.0017105,0.002711,0.0042966,0.0068096,0.010793,0.017105,0.02711,0.042966,0.068096,0.10793,0.17105,0.2711,0.42966,0.68096,1.0793,1.7105,2.711,4.2966,6.8096,10.793,17.105,27.11,42.966,68.096,107.93,171.05,271.1,429.66,680.96
0.0006968,0.0011044,0.0017503,0.002774,0.0043965,0.006968,0.011044,0.017503,0.02774,0.043965,0.06968,0.11044,0.17503,0.2774,0.43965,0.6968,1.1044,1.7503,2.774,4.3965,6.968,11.044,17.503,27.74,43.965,69.68,110.44,175.03,277.4,439.65,696.8
0.00071263,0.0011294,0.0017901,0.002837,0.0044964,0.0071263,0.011294,0.017901,0.02837,0.044964,0.071263,0.11294,0.17901,0.2837,0.44964,0.71263,1.1294,1.7901,2.837,4.4964,7.1263,11.294,17.901,28.37,44.964,71.263,112.94,179.01,283.7,449.64,712.63
0.00072847,0.0011545,0.0018298,0.0029001,0.0045963,0.0072847,0.011545,0.018298,0.029001,0.045963,0.072847,0.11545,0.18298,0.29001,0.45963,0.72847,1.1545,1.8298,2.9001,4.5963,7.2847,11.545,18.298,29.001,45.963,72.847,115.45,182.98,290.01,459.63,728.47
0.00074431,0.0011796,0.0018696,0.0029631,0.0046963,0.0074431,0.011796,0.018696,0.029631,0.046963,0.074431,0.11796,0.18696,0.29631,0.46963,0.74431,1.1796,1.8696,2.9631,4.6963,7.4431,11.796,18.696,29.631,46.963,74.431,117.96,186.96,296.31,469.63,744.31
0.00076014,0.0012047,0.0019094,0.0030262,0.0047962,0.0076014,0.012047,0.019094,0.030262,0.047962,0.076014,0.12047,0.19094,0.30262,0.47962,0.76014,1.2047,1.9094,3.0262,4.7962,7.6014,12.047,19.094,30.262,47.962,76.014,120.47,190.94,302.62,479.62,760.14
0.00077598,0.0012298,0.0019492,0.0030892,0.0048961,0.0077598,0.012298,0.019492,0.030892,0.048961,0.077598,0.12298,0.19492,0.30892,0.48961,0.77598,1.2298,1.9492,3.0892,4.8961,7.7598,12.298,19.492,30.892,48.961,77.598,122.98,194.92,308.92,489.61,775.98
0.00079182,0.0012549,0.001989,0.0031523,0.004996,0.0079182,0.012549,0.01989,0.031523,0.04996,0.079182,0.12549,0.1989,0.31523,0.4996,0.79182,1.2549,1.989,3.1523,4.996,7.9182,12.549,19.89,31.523,49.96,79.182,125.49,198.9,315.23,499.6,791.82
0.00080765,0.00128,0.0020287,0.0032153,0.0050959,0.0080765,0.0128,0.020287,0.032153,0.050959,0.080765,0.128,0.20287,0.32153,0.50959,0.80765,1.28,2.0287,3.2153,5.0959,8.0765,12.8,20.287,32.153,50.959,80.765,128,202.87,321.53,509.59,807.65
0.00082349,0.0013051,0.0020685,0.0032784,0.0051959,0.0082349,0.013051,0.020685,0.032784,0.051959,0.082349,0.13051,0.20685,0.32784,0.51959,0.82349,1.3051,2.0685,3.2784,5.1959,8.2349,13.051,20.685,32.784,51.959,82.349,130.51,206.85,327.84,519.59,823.49
0.00083932,0.0013302,0.0021083,0.0033414,0.0052958,0.0083932,0.013302,0.021083,0.033414,0.052958,0.083932,0.13302,0.21083,0.33414,0.52958,0.83932,1.3302,2.1083,3.3414,5.2958,8.3932,13.302,21.083,33.414,52.958,83.932,133.02,210.83,334.14,529.58,839.32
0.00085516,0.0013553,0.0021481,0.0034045,0.0053957,0.0085516,0.013553,0.021481,0.034045,0.053957,0.085516,0.13553,0.21481,0.34045,0.53957,0.85516,1.3553,2.1481,3.4045,5.3957,8.5516,13.553,21.481,34.045,53.957,85.516,135.53,214.81,340.45,539.57,855.16
0.000871,0.0013804,0.0021878,0.0034675,0.0054956,0.00871,0.013804,0.021878,0.034675,0.054956,0.0871,0.13804,0.21878,0.34675,0.54956,0.871,1.3804,2.1878,3.4675,5.4956,8.71,13.804,21.878,34.675,54.956,87.1,138.04,218.78,346.75,549.56,871
0.00088683,0.0014055,0.0022276,0.0035305,0.0055955,0.0088683,0.014055,0.022276,0.035305,0.055955,0.088683,0.14055,0.22276,0.35305,0.55955,0.88683,1.4055,2.2276,3.5305,5.5955,8.8683,14.055,22.276,35.305,55.955,88.683,140.55,222.76,353.05,559.55,886.83
0.00090267,0.0014306,0.0022674,0.0035936,0.0056955,0.0090267,0.014306,0.022674,0.035936,0.056955,0.090267,0.14306,0.22674,0.35936,0.56955,0.90267,1.4306,2.2674,3.5936,5.6955,9.0267,14.306,22.674,35.936,56.955,90.267,143.06,226.74,359.36,569.55,902.67
0.00091851,0.0014557,0.0023072,0.0036566,0.0057954,0.0091851,0.014557,0.023072,0.036566,0.057954,0.091851,0.14557,0.23072,0.36566,0.57954,0.91851,1.4557,2.3072,3.6566,5.7954,9.1851,14.557,23.072,36.566,57.954,91.851,145.57,230.72,365.66,579.54,918.51
0.00093434,0.0014808,0.002347,0.0037197,0.0058953,0.0093434,0.014808,0.02347,0.037197,0.058953,0.093434,0.14808,0.2347,0.37197,0.58953,0.93434,1.4808,2.347,3.7197,5.8953,9.3434,14.808,23.47,37.197,58.953,93.434,148.08,234.7,371.97,589.53,934.34
0.00095018,0.0015059,0.0023867,0.0037827,0.0059952,0.0095018,0.015059,0.023867,0.037827,0.059952,0.095018,0.15059,0.23867,0.37827,0.59952,0.95018,1.5059,2.3867,3.7827,5.9952,9.5018,15.059,23.867,37.827,59.952,95.018,150.59,238.67,378.27,599.52,950.18
0.00096602,0.001531,0.0024265,0.0038458,0.0060951,0.0096602,0.01531,0.024265,0.038458,0.060951,0.096602,0.1531,0.24265,0.38458,0.60951,0.96602,1.531,2.4265,3.8458,6.0951,9.6602,15.31,24.265,38.458,60.951,96.602,153.1,242.65,384.58,609.51,966.02
0.00098185,0.0015561,0.0024663,0.0039088,0.0061951,0.0098185,0.015561,0.024663,0.039088,0.061951,0.098185,0.15561,0.24663,0.39088,0.61951,0.98185,1.5561,2.4663,3.9088,6.1951,9.8185,15.561,24.663,39.088,61.951,98.185,155.61,246.63,390.88,619.51,981.85
0.00099769,0.0015812,0.0025061,0.0039719,0.006295,0.0099769,0.015812,0.025061,0.039719,0.06295,0.099769,0.15812,0.25061,0.39719,0.6295,0.99769,1.5812,2.5061,3.9719,6.295,9.9769,15.812,25.061,39.719,62.95,99.769,158.12,250.61,397.19,629.5,997.69
0.0010135,0.0016063,0.0025459,0.0040349,0.0063949,0.010135,0.016063,0.025459,0.040349,0.063949,0.10135,0.16063,0.25459,0.40349,0.63949,1.0135,1.6063,2.5459,4.0349,6.3949,10.135,16.063,25.459,40.349,63.949,101.35,160.63,254.59,403.49,639.49,1013.5
0.0010294,0.0016314,0.0025856,0.004098,0.0064948,0.010294,0.016314,0.025856,0.04098,0.064948,0.10294,0.16314,0.25856,0.4098,0.64948,1.0294,1.6314,2.5856,4.098,6.4948,10.294,16.314,25.856,40.98,64.948,102.94,163.14,258.56,409.8,649.48,1029.4
0.0010452,0.0016565,0.0026254,0.004161,0.0065947,0.010452,0.016565,0.026254,0.04161,0.065947,0.10452,0.16565,0.26254,0.4161,0.65947,1.0452,1.6565,2.6254,4.161,6.5947,10.452,16.565,26.254,41.61,65.947,104.52,165.65,262.54,416.1,659.47,1045.2
