0.00028505,0.00045178,0.00071602,0.0011348,0.0017986,0.0028505,0.0045178,0.0071602,0.011348,0.017986,0.028505,0.045178,0.071602,0.11348
0.00030089,0.00047688,0.0007558,0.0011979,0.0018985,0.0030089,0.0047688,0.007558,0.011979,0.018985,0.030089,0.047688,0.07558,0.11979
0.00031673,0.00050198,0.00079558,0.0012609,0.0019984,0.0031673,0.0050198,0.0079558,0.012609,0.019984,0.031673,0.050198,0.079558,0.12609
0.00033256,0.00052708,0.00083536,0.001324,0.0020983,0.0033256,0.0052708,0.0083536,0.01324,0.020983,0.033256,0.052708,0.083536,0.1324
0.0003484,0.00055218,0.00087514,0.001387,0.0021982,0.003484,0.0055218,0.0087514,0.01387,0.021982,0.03484,0.055218,0.087514,0.1387
0.00036424,0.00057727,0.00091492,0.00145,0.0022982,0.0036424,0.0057727,0.0091492,0.0145,0.022982,0.036424,0.057727,0.091492,0.145
0.00038007,0.00060237,0.0009547,0.0015131,0.0023981,0.0038007,0.0060237,0.009547,0.015131,0.023981,0.038007,0.060237,0.09547,0.15131
0.00039591,0.00062747,0.00099448,0.0015761,0.002498,0.0039591,0.0062747,0.0099448,0.015761,0.02498,0.039591,0.062747,0.099448,0.15761
0.00041174,0.00065257,0.0010343,0.0016392,0.0025979,0.0041174,0.0065257,0.010343,0.016392,0.025979,0.041174,0.065257,0.10343,0.16392
0.00042758,0.00067767,0.001074,0.0017022,0.0026979,0.0042758,0.0067767,0.01074,0.017022,0.026979,0.042758,0.067767,0.1074,0.17022
0.00044342,0.00070277,0.0011138,0.0017653,0.0027978,0.0044342,0.0070277,0.011138,0.017653,0.027978,0.044342,0.070277,0.11138,0.17653
0.00045925,0.00072787,0.0011536,0.0018283,0.0028977,0.0045925,0.0072787,0.011536,0.018283,0.028977,0.045925,0.072787,0.11536,0.18283
0.00047509,0.00075297,0.0011934,0.0018914,0.0029976,0.0047509,0.0075297,0.011934,0.018914,0.029976,0.047509,0.075297,0.11934,0.18914
0.00049093,0.00077806,0.0012331,0.0019544,0.0030975,0.0049093,0.0077806,0.012331,0.019544,0.030975,0.049093,0.077806,0.12331,0.19544
0.00050676,0.00080316,0.0012729,0.0020175,0.0031975,0.0050676,0.0080316,0.012729,0.020175,0.031975,0.050676,0.080316,0.12729,0.20175
0.0005226,0.00082826,0.0013127,0.0020805,0.0032974,0.005226,0.0082826,0.013127,0.020805,0.032974,0.05226,0.082826,0.13127,0.20805
0.00053843,0.00085336,0.0013525,0.0021435,0.0033973,0.0053843,0.0085336,0.013525,0.021435,0.033973,0.053843,0.085336,0.13525,0.21435
0.00055427,0.00087846,0.0013923,0.0022066,0.0034972,0.0055427,0.0087846,0.013923,0.022066,0.034972,0.055427,0.087846,0.13923,0.22066
0.00057011,0.00090356,0.001432,0.0022696,0.0035971,0.0057011,0.0090356,0.01432,0.022696,0.035971,0.057011,0.090356,0.1432,0.22696
0.00058594,0.00092866,0.0014718,0.0023327,0.0036971,0.0058594,0.0092866,0.014718,0.023327,0.036971,0.058594,0.092866,0.14718,0.23327
0.00060178,0.00095376,0.0015116,0.0023957,0.003797,0.0060178,0.0095376,0.015116,0.023957,0.03797,0.060178,0.095376,0.15116,0.23957
0.00061762,0.00097886,0.0015514,0.0024588,0.0038969,0.0061762,0.0097886,0.015514,0.024588,0.038969,0.061762,0.097886,0.15514,0.24588
0.00063345,0.001004,0.0015912,0.0025218,0.0039968,0.0063345,0.01004,0.015912,0.025218,0.039968,0.063345,0.1004,0.15912,0.25218
0.00064929,0.0010291,0.0016309,0.0025849,0.0040967,0.0064929,0.010291,0.016309,0.025849,0.040967,0.064929,0.10291,0.16309,0.25849
0.00066513,0.0010542,0.0016707,0.0026479,0.0041967,0.0066513,0.010542,0.016707,0.026479,0.041967,0.066513,0.10542,0.16707,0.26479
0.00068096,0.0010793,0.0017105,0.002711,0.0042966,0.0068096,0.010793,0.017105,0.02711,0.042966,0.068096,0.10793,0.17105,0.2711
0.0006968,0.0011044,0.0017503,0.002774,0.0043965,0.006968,0.011044,0.017503,0.02774,0.043965,0.06968,0.11044,0.17503,0.2774
0.00071263,0.0011294,0.0017901,0.002837,0.0044964,0.0071263,0.011294,0.017901,0.02837,0.044964,0.071263,0.11294,0.17901,0.2837
0.00072847,0.0011545,0.0018298,0.0029001,0.0045963,0.0072847,0.011545,0.018298,0.029001,0.045963,0.072847,0.11545,0.18298,0.29001
0.00074431,0.0011796,0.0018696,0.0029631,0.0046963,0.0074431,0.011796,0.018696,0.029631,0.046963,0.074431,0.11796,0.18696,0.29631
0.00076014,0.0012047,0.0019094,0.0030262,0.0047962,0.0076014,0.012047,0.019094,0.030262,0.047962,0.076014,0.12047,0.19094,0.30262
0.00077598,0.0012298,0.0019492,0.0030892,0.0048961,0.0077598,0.012298,0.019492,0.030892,0.048961,0.077598,0.12298,0.19492,0.30892
0.00079182,0.0012549,0.001989,0.0031523,0.004996,0.0079182,0.012549,0.01989,0.031523,0.04996,0.079182,0.12549,0.1989,0.31523
0.00080765,0.00128,0.0020287,0.0032153,0.0050959,0.0080765,0.0128,0.020287,0.032153,0.050959,0.080765,0.128,0.20287,0.32153
0.00082349,0.0013051,0.0020685,0.0032784,0.0051959,0.0082349,0.013051,0.020685,0.032784,0.051959,0.082349,0.13051,0.20685,0.32784
0.00083932,0.0013302,0.0021083,0.0033414,0.0052958,0.0083932,0.013302,0.021083,0.033414,0.052958,0.083932,0.13302,0.21083,0.33414
0.00085516,0.0013553,0.0021481,0.0034045,0.0053957,0.0085516,0.013553,0.021481,0.034045,0.053957,0.085516,0.13553,0.21481,0.34045
0.000871,0.0013804,0.0021878,0.0034675,0.0054956,0.00871,0.013804,0.021878,0.034675,0.054956,0.0871,0.13804,0.21878,0.34675
0.00088683,0.0014055,0.0022276,0.0035305,0.0055955,0.0088683,0.014055,0.022276,0.035305,0.055955,0.088683,0.14055,0.22276,0.35305
0.00090267,0.0014306,0.0022674,0.0035936,0.0056955,0.0090267,0.014306,0.022674,0.035936,0.056955,0.090267,0.14306,0.22674,0.35936
0.00091851,0.0014557,0.0023072,0.0036566,0.0057954,0.0091851,0.014557,0.023072,0.036566,0.057954,0.091851,0.14557,0.23072,0.36566
0.00093434,0.0014808,0.002347,0.0037197,0.0058953,0.0093434,0.014808,0.02347,0.037197,0.058953,0.093434,0.14808,0.2347,0.37197
0.00095018,0.0015059,0.0023867,0.0037827,0.0059952,0.0095018,0.015059,0.023867,0.037827,0.059952,0.095018,0.15059,0.23867,0.37827
0.00096602,0.001531,0.0024265,0.0038458,0.0060951,0.0096602,0.01531,0.024265,0.038458,0.060951,0.096602,0.1531,0.24265,0.38458
0.00098185,0.0015561,0.0024663,0.0039088,0.0061951,0.0098185,0.015561,0.024663,0.039088,0.061951,0.098185,0.15561,0.24663,0.39088
0.00099769,0.0015812,0.0025061,0.0039719,0.006295,0.0099769,0.015812,0.025061,0.039719,0.06295,0.099769,0.15812,0.25061,0.39719
0.0010135,0.0016063,0.0025459,0.0040349,0.0063949,0.010135,0.016063,0.025459,0.040349,0.063949,0.10135,0.16063,0.25459,0.40349
0.0010294,0.0016314,0.0025856,0.004098,0.0064948,0.010294,0.016314,0.025856,0.04098,0.064948,0.10294,0.16314,0.25856,0.4098
0.0010452,0.0016565,0.0026254,0.004161,0.0065947,0.010452,0.016565,0.026254,0.04161,0.065947,0.10452,0.16565,0.26254,0.4161
0.001061,0.0016816,0.0026652,0.004224,0.0066947,0.01061,0.016816,0.026652,0.04224,0.066947,0.1061,0.16816,0.26652,0.4224
0.0010769,0.0017067,0.002705,0.0042871,0.0067946,0.010769,0.017067,0.02705,0.042871,0.067946,0.10769,0.17067,0.2705,0.42871
0.0010927,0.0017318,0.0027448,0.0043501,0.0068945,0.010927,0.017318,0.027448,0.043501,0.068945,0.10927,0.17318,0.27448,0.43501
0.0011085,0.0017569,0.0027845,0.0044132,0.0069944,0.011085,0.017569,0.027845,0.044132,0.069944,0.11085,0.17569,0.27845,0.44132
0.0011244,0.001782,0.0028243,0.0044762,0.0070943,0.011244,0.01782,0.028243,0.044762,0.070943,0.11244,0.1782,0.28243,0.44762
0.0011402,0.0018071,0.0028641,0.0045393,0.0071943,0.011402,0.018071,0.028641,0.045393,0.071943,0.11402,0.18071,0.28641,0.45393
0.0011561,0.0018322,0.0029039,0.0046023,0.0072942,0.011561,0.018322,0.029039,0.046023,0.072942,0.11561,0.18322,0.29039,0.46023
0.0011719,0.0018573,0.0029436,0.0046654,0.0073941,0.011719,0.018573,0.029436,0.046654,0.073941,0.11719,0.18573,0.29436,0.46654
0.0011877,0.0018824,0.0029834,0.0047284,0.007494,0.011877,0.018824,0.029834,0.047284,0.07494,0.11877,0.18824,0.29834,0.47284
0.0012036,0.0019075,0.0030232,0.0047915,0.0075939,0.012036,0.019075,0.030232,0.047915,0.075939,0.12036,0.19075,0.30232,0.47915
0.0012194,0.0019326,0.003063,0.0048545,0.0076939,0.012194,0.019326,0.03063,0.048545,0.076939,0.12194,0.19326,0.3063,0.48545
0.0012352,0.0019577,0.0031028,0.0049175,0.0077938,0.012352,0.019577,0.031028,0.049175,0.077938,0.12352,0.19577,0.31028,0.49175
0.0012511,0.0019828,0.0031425,0.0049806,0.0078937,0.012511,0.019828,0.031425,0.049806,0.078937,0.12511,0.19828,0.31425,0.49806
0.0012669,0.0020079,0.0031823,0.0050436,0.0079936,0.012669,0.020079,0.031823,0.050436,0.079936,0.12669,0.20079,0.31823,0.50436
0.0012827,0.002033,0.0032221,0.0051067,0.0080936,0.012827,0.02033,0.032221,0.051067,0.080936,0.12827,0.2033,0.32221,0.51067
0.0012986,0.0020581,0.0032619,0.0051697,0.0081935,0.012986,0.020581,0.032619,0.051697,0.081935,0.12986,0.20581,0.32619,0.51697
0.0013144,0.0020832,0.0033017,0.0052328,0.0082934,0.013144,0.020832,0.033017,0.052328,0.082934,0.13144,0.20832,0.33017,0.52328
0.0013303,0.0021083,0.0033414,0.0052958,0.0083933,0.013303,0.021083,0.033414,0.052958,0.083933,0.13303,0.21083,0.33414,0.52958
0.0013461,0.0021334,0.0033812,0.0053589,0.0084932,0.013461,0.021334,0.033812,0.053589,0.084932,0.13461,0.21334,0.33812,0.53589
0.0013619,0.0021585,0.003421,0.0054219,0.0085932,0.013619,0.021585,0.03421,0.054219,0.085932,0.13619,0.21585,0.3421,0.54219
0.0013778,0.0021836,0.0034608,0.005485,0.0086931,0.013778,0.021836,0.034608,0.05485,0.086931,0.13778,0.21836,0.34608,0.5485
0.0013936,0.0022087,0.0035006,0.005548,0.008793,0.013936,0.022087,0.035006,0.05548,0.08793,0.13936,0.22087,0.35006,0.5548
0.0014094,0.0022338,0.0035403,0.005611,0.0088929,0.014094,0.022338,0.035403,0.05611,0.088929,0.14094,0.22338,0.35403,0.5611
0.0014253,0.0022589,0.0035801,0.0056741,0.0089928,0.014253,0.022589,0.035801,0.056741,0.089928,0.14253,0.22589,0.35801,0.56741
0.0014411,0.002284,0.0036199,0.0057371,0.0090928,0.014411,0.02284,0.036199,0.057371,0.090928,0.14411,0.2284,0.36199,0.57371
0.0014569,0.0023091,0.0036597,0.0058002,0.0091927,0.014569,0.023091,0.036597,0.058002,0.091927,0.14569,0.23091,0.36597,0.58002
0.0014728,0.0023342,0.0036994,0.0058632,0.0092926,0.014728,0.023342,0.036994,0.058632,0.092926,0.14728,0.23342,0.36994,0.58632
0.0014886,0.0023593,0.0037392,0.0059263,0.0093925,0.014886,0.023593,0.037392,0.059263,0.093925,0.14886,0.23593,0.37392,0.59263
0.0015044,0.0023844,0.003779,0.0059893,0.0094924,0.015044,0.023844,0.03779,0.059893,0.094924,0.15044,0.23844,0.3779,0.59893
0.0015203,0.0024095,0.0038188,0.0060524,0.0095924,0.015203,0.024095,0.038188,0.060524,0.095924,0.15203,0.24095,0.38188,0.60524
0.0015361,0.0024346,0.0038586,0.0061154,0.0096923,0.015361,0.024346,0.038586,0.061154,0.096923,0.15361,0.24346,0.38586,0.61154
0.001552,0.0024597,0.0038983,0.0061785,0.0097922,0.01552,0.024597,0.038983,0.061785,0.097922,0.1552,0.24597,0.38983,0.61785
0.0015678,0.0024848,0.0039381,0.0062415,0.0098921,0.015678,0.024848,0.039381,0.062415,0.098921,0.15678,0.24848,0.39381,0.62415
